storm_id,year,month,month_name,name,start_date,end_date,duration_hours,max_wind_kt,max_wind_mph,min_pressure_mb,category_num,category,is_hurricane,is_major,landfalls,observations,narrative,is_retired
AL071859,1859,10,October,UNNAMED,1859-10-16,1859-10-18,54,60,69,,0,TS,0,0,1,11,"The unnamed storm of 1859 (AL071859) formed in the western Atlantic off the U.S. East Coast on October 16, 1859. The system tracked westward during its lifetime. It reached peak intensity on October 16 with maximum sustained winds of 69 mph (60 kt). It made landfall near the Florida Gulf Coast on October 17 with winds of 69 mph. The system persisted for approximately 2 days. The storm was tracked across 11 observations in the HURDAT2 database. The system dissipated over the western Atlantic off the U.S. East Coast on October 18.",0
AL081859,1859,10,October,UNNAMED,1859-10-24,1859-10-29,138,80,92,989,1,Cat 1,1,0,1,24,"The unnamed storm of 1859 (AL081859) formed in the Gulf of Mexico on October 24, 1859. The system tracked northeastward during its lifetime. Over its lifetime, the storm traversed the Gulf of Mexico, the western Atlantic off the U.S. East Coast, the central Atlantic. It reached peak intensity as a Category 1 hurricane on October 26 with maximum sustained winds of 92 mph (80 kt). The minimum central pressure was recorded at 989 mb. It made landfall near the Florida Gulf Coast on October 28 as a Category 1 hurricane with winds of 92 mph. The system persisted for approximately 6 days. The storm was tracked across 24 observations in the HURDAT2 database. The system dissipated over the central Atlantic on October 29.",0
AL011860,1860,8,August,UNNAMED,1860-08-08,1860-08-16,198,110,126,,3,Cat 3,1,1,1,35,"The unnamed storm of 1860 (AL011860) formed in the Gulf of Mexico on August 8, 1860. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the Gulf of Mexico, the open Atlantic, the western Atlantic off the U.S. East Coast. It reached peak intensity as a Category 3 hurricane on August 11 with maximum sustained winds of 126 mph (110 kt). The system first reached hurricane strength on August 9 and continued to intensify over the following days. It made landfall near the northern Gulf Coast on August 11 as a Category 3 hurricane with winds of 126 mph. The system persisted for approximately 8 days. The storm was tracked across 35 observations in the HURDAT2 database. The system dissipated over the western Atlantic off the U.S. East Coast on August 16.",0
AL021860,1860,8,August,UNNAMED,1860-08-24,1860-08-26,66,90,103,,2,Cat 2,1,0,0,12,"The unnamed storm of 1860 (AL021860) formed in the western Atlantic off the U.S. East Coast on August 24, 1860. The system tracked northeastward during its lifetime. It reached peak intensity as a Category 2 hurricane on August 25 with maximum sustained winds of 103 mph (90 kt). The system persisted for approximately 3 days. The storm was tracked across 12 observations in the HURDAT2 database. The system dissipated over the western Atlantic off the U.S. East Coast on August 26.",0
AL041860,1860,9,September,UNNAMED,1860-09-11,1860-09-16,126,90,103,,2,Cat 2,1,0,1,23,"The unnamed storm of 1860 (AL041860) formed in the Gulf of Mexico on September 11, 1860. The system tracked northwestward during its lifetime. It reached peak intensity as a Category 2 hurricane on September 11 with maximum sustained winds of 103 mph (90 kt). It made landfall near the northern Gulf Coast on September 15 as a Category 2 hurricane with winds of 103 mph. The system persisted for approximately 5 days. The storm was tracked across 23 observations in the HURDAT2 database. The system dissipated over the open Atlantic on September 16.",0
AL031860,1860,9,September,UNNAMED,1860-09-11,1860-09-11,0,70,80,,1,Cat 1,1,0,0,1,"The unnamed storm of 1860 (AL031860) formed in the open Atlantic on September 11, 1860. The system remained nearly stationary during its lifetime. It reached peak intensity as a Category 1 hurricane on September 11 with maximum sustained winds of 80 mph (70 kt). The system was short-lived, lasting less than a day.",0
AL051860,1860,9,September,UNNAMED,1860-09-18,1860-09-21,90,60,69,,0,TS,0,0,0,16,"The unnamed storm of 1860 (AL051860) formed in the western Atlantic on September 18, 1860. It initially tracked westward through the Atlantic before recurving northeastward. It reached peak intensity on September 19 with maximum sustained winds of 69 mph (60 kt). The system persisted for approximately 4 days. The storm was tracked across 16 observations in the HURDAT2 database. The system dissipated over the western Atlantic off the U.S. East Coast on September 21.",0
AL061860,1860,9,September,UNNAMED,1860-09-30,1860-10-03,90,90,103,,2,Cat 2,1,0,1,17,"The unnamed storm of 1860 (AL061860) formed in the Gulf of Mexico on September 30, 1860. The system tracked northward during its lifetime. It reached peak intensity as a Category 2 hurricane on October 2 with maximum sustained winds of 103 mph (90 kt). It made landfall near the northern Gulf Coast on October 2 as a Category 2 hurricane with winds of 103 mph. The system persisted for approximately 4 days. The storm was tracked across 17 observations in the HURDAT2 database. The system dissipated over the open Atlantic on October 3.",0
AL071860,1860,10,October,UNNAMED,1860-10-20,1860-10-24,102,90,103,,2,Cat 2,1,0,0,18,"The unnamed storm of 1860 (AL071860) formed in the western Atlantic on October 20, 1860. The system tracked northeastward during its lifetime. It reached peak intensity as a Category 2 hurricane on October 23 with maximum sustained winds of 103 mph (90 kt). The system persisted for approximately 4 days. The storm was tracked across 18 observations in the HURDAT2 database. The system dissipated over the open Atlantic on October 24.",0
AL011861,1861,7,July,UNNAMED,1861-07-06,1861-07-12,162,90,103,,2,Cat 2,1,0,0,28,"The unnamed storm of 1861 (AL011861) formed in the central Atlantic on July 6, 1861. The system tracked northward during its lifetime. Over its lifetime, the storm traversed the central Atlantic, the Caribbean Sea, the western Atlantic, the western Atlantic off the U.S. East Coast. It reached peak intensity as a Category 2 hurricane on July 10 with maximum sustained winds of 103 mph (90 kt). The system persisted for approximately 7 days. The storm was tracked across 28 observations in the HURDAT2 database. The system dissipated over the western Atlantic off the U.S. East Coast on July 12.",0
AL021861,1861,8,August,UNNAMED,1861-08-13,1861-08-17,102,80,92,,1,Cat 1,1,0,0,18,"The unnamed storm of 1861 (AL021861) formed in the Caribbean Sea on August 13, 1861. The system tracked northwestward during its lifetime. It reached peak intensity as a Category 1 hurricane on August 15 with maximum sustained winds of 92 mph (80 kt). The system persisted for approximately 4 days. The storm was tracked across 18 observations in the HURDAT2 database. The system dissipated over the Gulf of Mexico on August 17.",0
AL031861,1861,8,August,UNNAMED,1861-08-25,1861-08-30,138,90,103,,2,Cat 2,1,0,0,24,"The unnamed storm of 1861 (AL031861) formed in the central Atlantic on August 25, 1861. The system tracked northeastward during its lifetime. It reached peak intensity as a Category 2 hurricane on August 29 with maximum sustained winds of 103 mph (90 kt). The system persisted for approximately 6 days. The storm was tracked across 24 observations in the HURDAT2 database. The system dissipated over the open Atlantic on August 30.",0
AL041861,1861,9,September,UNNAMED,1861-09-17,1861-09-17,0,70,80,,1,Cat 1,1,0,0,1,"The unnamed storm of 1861 (AL041861) formed in the central Atlantic on September 17, 1861. The system remained nearly stationary during its lifetime. It reached peak intensity as a Category 1 hurricane on September 17 with maximum sustained winds of 80 mph (70 kt). The system was short-lived, lasting less than a day.",0
AL051861,1861,9,September,UNNAMED,1861-09-27,1861-09-28,30,70,80,,1,Cat 1,1,0,1,7,"The unnamed storm of 1861 (AL051861) formed in the western Atlantic off the U.S. East Coast on September 27, 1861. The system tracked northeastward during its lifetime. It reached peak intensity as a Category 1 hurricane on September 27 with maximum sustained winds of 80 mph (70 kt). It made landfall near the southeastern U.S. coast on September 27 as a Category 1 hurricane with winds of 80 mph. The system persisted for approximately 1 day. The storm was tracked across 7 observations in the HURDAT2 database. The system dissipated over the western Atlantic off the U.S. East Coast on September 28.",0
AL061861,1861,10,October,UNNAMED,1861-10-06,1861-10-09,90,60,69,,0,TS,0,0,0,16,"The unnamed storm of 1861 (AL061861) formed in the central Atlantic on October 6, 1861. It initially tracked westward through the Atlantic before recurving northeastward. It reached peak intensity on October 6 with maximum sustained winds of 69 mph (60 kt). The system persisted for approximately 4 days. The storm was tracked across 16 observations in the HURDAT2 database. The system dissipated over the open Atlantic on October 9.",0
AL071861,1861,10,October,UNNAMED,1861-10-07,1861-10-07,0,50,57,,0,TS,0,0,1,1,"The unnamed storm of 1861 (AL071861) formed in the western Atlantic off the U.S. East Coast on October 7, 1861. The system remained nearly stationary during its lifetime. It reached peak intensity on October 7 with maximum sustained winds of 57 mph (50 kt). It made landfall near the northeastern U.S. coast on October 7 with winds of 57 mph. The system was short-lived, lasting less than a day.",0
AL081861,1861,11,November,UNNAMED,1861-11-01,1861-11-03,60,70,80,999,1,Cat 1,1,0,4,15,"The unnamed storm of 1861 (AL081861), a late-season system, formed in the Gulf of Mexico on November 1, 1861. The system tracked northeastward during its lifetime. It reached peak intensity as a Category 1 hurricane on November 2 with maximum sustained winds of 80 mph (70 kt). The minimum central pressure was recorded at 999 mb. It made landfall near the Florida Gulf Coast on November 1 with winds of 69 mph. It made landfall near the southeastern U.S. coast on November 2 as a Category 1 hurricane with winds of 80 mph. The storm made 2 additional landfalls during its track. The system persisted for approximately 2 days. The storm was tracked across 15 observations in the HURDAT2 database. The system dissipated over the western Atlantic off the U.S. East Coast on November 3.",0
AL011862,1862,6,June,UNNAMED,1862-06-15,1862-06-17,66,50,57,,0,TS,0,0,0,12,"The unnamed storm of 1862 (AL011862), an early-season storm, formed in the western Atlantic off the U.S. East Coast on June 15, 1862. The system tracked northeastward during its lifetime. It reached peak intensity on June 15 with maximum sustained winds of 57 mph (50 kt). The system persisted for approximately 3 days. The storm was tracked across 12 observations in the HURDAT2 database. The system dissipated over the western Atlantic off the U.S. East Coast on June 17.",0
AL021862,1862,8,August,UNNAMED,1862-08-18,1862-08-21,72,90,103,,2,Cat 2,1,0,0,13,"The unnamed storm of 1862 (AL021862) formed in the western Atlantic off the U.S. East Coast on August 18, 1862. The system tracked northeastward during its lifetime. It reached peak intensity as a Category 2 hurricane on August 18 with maximum sustained winds of 103 mph (90 kt). The system persisted for approximately 3 days. The storm was tracked across 13 observations in the HURDAT2 database. The system dissipated over the open Atlantic on August 21.",0
AL031862,1862,9,September,UNNAMED,1862-09-12,1862-09-20,198,90,103,,2,Cat 2,1,0,0,34,"The unnamed storm of 1862 (AL031862) formed in the central Atlantic on September 12, 1862. It initially tracked westward through the Atlantic before recurving northeastward. Over its lifetime, the storm traversed the central Atlantic, the western Atlantic, the western Atlantic off the U.S. East Coast, the open Atlantic. It reached peak intensity as a Category 2 hurricane on September 15 with maximum sustained winds of 103 mph (90 kt). The system persisted for approximately 8 days. The storm was tracked across 34 observations in the HURDAT2 database. The system dissipated over the open Atlantic on September 20.",0
AL041862,1862,10,October,UNNAMED,1862-10-06,1862-10-06,0,50,57,,0,TS,0,0,0,1,"The unnamed storm of 1862 (AL041862) formed in the Caribbean Sea on October 6, 1862. The system remained nearly stationary during its lifetime. It reached peak intensity on October 6 with maximum sustained winds of 57 mph (50 kt). The system was short-lived, lasting less than a day.",0
AL051862,1862,10,October,UNNAMED,1862-10-14,1862-10-17,78,70,80,,1,Cat 1,1,0,0,14,"The unnamed storm of 1862 (AL051862) formed in the western Atlantic off the U.S. East Coast on October 14, 1862. The system tracked northeastward during its lifetime. It reached peak intensity as a Category 1 hurricane on October 14 with maximum sustained winds of 80 mph (70 kt). The system persisted for approximately 3 days. The storm was tracked across 14 observations in the HURDAT2 database. The system dissipated over the open Atlantic on October 17.",0
AL061862,1862,11,November,UNNAMED,1862-11-22,1862-11-25,78,60,69,,0,TS,0,0,0,14,"The unnamed storm of 1862 (AL061862), a late-season system, formed in the Caribbean Sea on November 22, 1862. The system remained nearly stationary during its lifetime. It reached peak intensity on November 22 with maximum sustained winds of 69 mph (60 kt). The system persisted for approximately 3 days. The storm was tracked across 14 observations in the HURDAT2 database. The system dissipated over the Caribbean Sea on November 25.",0
